InvoiceNo,InvoiceDate,StockCode,Quantity
548870,2017-05-03,21250,1
548870,2017-05-03,22201,2
548870,2017-05-03,21556,3
548870,2017-05-03,21948,1
548870,2017-05-03,21188,3
548870,2017-05-03,21770,1
548870,2017-05-03,20727,1
548870,2017-05-03,20726,2
548870,2017-05-03,21902,1
548870,2017-05-03,21900,3
548870,2017-05-03,21172,20
548870,2017-05-03,22227,1
548870,2017-05-03,21724,2
548870,2017-05-03,21157,1
548870,2017-05-03,21039,1
548870,2017-05-03,21623,1
548870,2017-05-03,21931,2
548870,2017-05-03,21889,1
548870,2017-05-03,22079,1
548870,2017-05-03,22078,1
548870,2017-05-03,21238,1
548870,2017-05-03,21494,2
548870,2017-05-03,21851,1
548870,2017-05-03,21666,2
548870,2017-05-03,21539,1
548871,2017-05-03,22162,2
548871,2017-05-03,22162,1
548872,2017-05-03,21704,2
548872,2017-05-03,21891,3
548872,2017-05-03,21746,2
548873,2017-05-03,22084,3
548873,2017-05-03,22087,1
548874,2017-05-03,21670,1
548874,2017-05-03,21671,1
548874,2017-05-03,21672,1
548874,2017-05-03,21673,1
548874,2017-05-03,22191,1
548874,2017-05-03,22193,1
548874,2017-05-03,21181,1
548874,2017-05-03,22179,2
548892,2017-05-03,22191,1
548892,2017-05-03,22188,1
548892,2017-05-03,21755,1
548893,2017-05-03,15036,15
548893,2017-05-03,15044,5
548893,2017-05-03,15044,1
548893,2017-05-03,15044,2
548893,2017-05-03,15056,1
548893,2017-05-03,20616,5
548893,2017-05-03,20618,1
548893,2017-05-03,20655,1
548893,2017-05-03,20665,1
548893,2017-05-03,20707,1
548893,2017-05-03,20719,1
548893,2017-05-03,20723,1
548893,2017-05-03,20724,1
548893,2017-05-03,20725,10
548893,2017-05-03,20770,3
548893,2017-05-03,20802,1
548893,2017-05-03,20803,1
548893,2017-05-03,20830,1
548893,2017-05-03,20973,1
548893,2017-05-03,21033,3
548893,2017-05-03,21035,1
548893,2017-05-03,21041,1
548893,2017-05-03,21066,2
548893,2017-05-03,21067,1
548893,2017-05-03,21086,1
548893,2017-05-03,21094,4
548893,2017-05-03,21109,1
548893,2017-05-03,21116,1
548893,2017-05-03,21166,2
548893,2017-05-03,21169,10
548893,2017-05-03,21172,1
548893,2017-05-03,21208,1
548893,2017-05-03,21231,1
548893,2017-05-03,21314,2
548893,2017-05-03,21318,10
548893,2017-05-03,21319,1
548893,2017-05-03,21320,1
548893,2017-05-03,21354,1
548893,2017-05-03,21381,1
548893,2017-05-03,21383,2
548893,2017-05-03,21397,1
548893,2017-05-03,21398,1
548893,2017-05-03,21402,1
548893,2017-05-03,21454,1
548893,2017-05-03,21455,1
548893,2017-05-03,21484,1
548893,2017-05-03,21494,1
548893,2017-05-03,21507,1
548893,2017-05-03,21518,1
548893,2017-05-03,21531,1
548893,2017-05-03,21533,10
548893,2017-05-03,21535,2
548893,2017-05-03,21537,1
548893,2017-05-03,21578,1
548893,2017-05-03,21621,2
548893,2017-05-03,21731,1
548893,2017-05-03,21749,1
548893,2017-05-03,21755,2
548893,2017-05-03,21770,1
548893,2017-05-03,21781,1
548893,2017-05-03,21786,1
548893,2017-05-03,21811,1
548893,2017-05-03,21849,1
548893,2017-05-03,21928,4
548893,2017-05-03,21930,1
548893,2017-05-03,21931,1
548893,2017-05-03,21992,3
548893,2017-05-03,22026,1
548893,2017-05-03,22027,3
548893,2017-05-03,22028,1
548893,2017-05-03,22029,1
548893,2017-05-03,22037,14
548893,2017-05-03,22090,8
548893,2017-05-03,22131,1
548893,2017-05-03,22132,3
548893,2017-05-03,22133,1
548893,2017-05-03,22165,2
548893,2017-05-03,22178,1
548893,2017-05-03,22183,1
548893,2017-05-03,22189,1
548893,2017-05-03,22216,1
548893,2017-05-03,22228,1
548893,2017-05-03,22229,1
548893,2017-05-03,22241,1
548893,2017-05-03,22244,1
548893,2017-05-03,22245,1
548893,2017-05-03,22247,2
548893,2017-05-03,22248,1
548893,2017-05-03,22249,1
548893,2017-05-03,22251,1
548893,2017-05-03,22258,1
548893,2017-05-03,22261,1
548893,2017-05-03,22297,1
548894,2017-05-03,10133,1
548894,2017-05-03,16216,1
548894,2017-05-03,16235,5
548894,2017-05-03,16237,1
548894,2017-05-03,20668,35
548894,2017-05-03,20685,1
548894,2017-05-03,20707,2
548894,2017-05-03,20717,1
548894,2017-05-03,20723,1
548894,2017-05-03,20733,2
548894,2017-05-03,20735,2
548894,2017-05-03,20754,1
548894,2017-05-03,20914,1
548894,2017-05-03,21002,1
548894,2017-05-03,21035,1
548894,2017-05-03,21039,1
548894,2017-05-03,21041,3
548894,2017-05-03,21084,1
548894,2017-05-03,21090,1
548894,2017-05-03,21094,1
548894,2017-05-03,21107,3
548894,2017-05-03,21162,1
548894,2017-05-03,21179,8
548894,2017-05-03,21200,2
548894,2017-05-03,21207,1
548894,2017-05-03,21209,1
548894,2017-05-03,21210,1
548894,2017-05-03,21212,3
548894,2017-05-03,21213,1
548894,2017-05-03,21224,1
548894,2017-05-03,21262,5
548894,2017-05-03,21313,1
548894,2017-05-03,21314,1
548894,2017-05-03,21383,1
548894,2017-05-03,21385,1
548894,2017-05-03,21389,1
548894,2017-05-03,21397,1
548894,2017-05-03,21415,80
548894,2017-05-03,21418,4
548894,2017-05-03,21446,1
548894,2017-05-03,21454,1
548894,2017-05-03,21456,65
548894,2017-05-03,21457,1
548894,2017-05-03,21458,3
548894,2017-05-03,21557,5
548894,2017-05-03,21559,1
548894,2017-05-03,21621,1
548894,2017-05-03,21626,2
548894,2017-05-03,21679,1
548894,2017-05-03,21715,2
548894,2017-05-03,21716,2
548894,2017-05-03,21718,3
548894,2017-05-03,21731,1
548894,2017-05-03,21773,1
548894,2017-05-03,21774,1
548894,2017-05-03,21787,1
548894,2017-05-03,21791,2
548894,2017-05-03,21801,1
548894,2017-05-03,21802,1
548894,2017-05-03,21803,8
548894,2017-05-03,21868,5
548894,2017-05-03,21871,1
548894,2017-05-03,21876,2
548894,2017-05-03,21878,15
548894,2017-05-03,21880,1
548894,2017-05-03,21889,1
548894,2017-05-03,21900,1
548894,2017-05-03,21908,1
548894,2017-05-03,21930,1
548894,2017-05-03,21936,1
548894,2017-05-03,21992,1
548894,2017-05-03,21993,2
548894,2017-05-03,22024,1
548894,2017-05-03,22028,5
548894,2017-05-03,22030,1
548894,2017-05-03,22072,1
548894,2017-05-03,22077,3
548894,2017-05-03,22112,1
548894,2017-05-03,22115,1
548894,2017-05-03,22148,1
548894,2017-05-03,22161,1
548894,2017-05-03,22165,4
548894,2017-05-03,22167,1
548894,2017-05-03,22178,5
548894,2017-05-03,22183,1
548894,2017-05-03,22189,1
548894,2017-05-03,22190,1
548894,2017-05-03,22219,1
548894,2017-05-03,22227,3
548894,2017-05-03,22228,1
548894,2017-05-03,22229,2
548894,2017-05-03,22241,2
548894,2017-05-03,22243,1
548894,2017-05-03,22245,4
548894,2017-05-03,22247,1
548894,2017-05-03,22248,2
548894,2017-05-03,22249,2
548894,2017-05-03,22250,5
548894,2017-05-03,22251,4
548894,2017-05-03,22254,1
548894,2017-05-03,22255,1
548894,2017-05-03,22256,1
548894,2017-05-03,22258,3
548894,2017-05-03,22260,1
548894,2017-05-03,22261,5
548894,2017-05-03,22264,1
548894,2017-05-03,22267,1
548894,2017-05-03,22268,1
548894,2017-05-03,22270,1
548894,2017-05-03,22281,4
548894,2017-05-03,22284,1
548894,2017-05-03,22285,1
548894,2017-05-03,22286,2
548894,2017-05-03,22289,1
548894,2017-05-03,22291,1
548894,2017-05-03,22292,30
548894,2017-05-03,22296,2
548894,2017-05-03,22297,1
548895,2017-05-03,22246,1
548896,2017-05-03,15044,1
548896,2017-05-03,15044,1
548896,2017-05-03,15044,1
548896,2017-05-03,15044,1
548896,2017-05-03,21212,1
548896,2017-05-03,21314,2
548898,2017-05-03,22148,1
548898,2017-05-03,22249,1
548898,2017-05-03,22267,2
548898,2017-05-03,22249,1
548898,2017-05-03,21714,2
548898,2017-05-03,21755,1
548898,2017-05-03,21713,1
548898,2017-05-03,22283,1
548898,2017-05-03,22282,3
548898,2017-05-03,21361,2
548898,2017-05-03,21034,2
548899,2017-05-03,21238,1
548899,2017-05-03,21380,2
548899,2017-05-03,21428,1
548900,2017-05-03,16216,1
548900,2017-05-03,21318,1
548900,2017-05-03,20980,1
548900,2017-05-03,21084,2
548900,2017-05-03,16202,1
548900,2017-05-03,20803,1
548900,2017-05-03,16012,1
548900,2017-05-03,21340,1
548901,2017-05-03,21221,2
548909,2017-05-04,22254,1
548909,2017-05-04,22255,1
548909,2017-05-04,22264,2
548909,2017-05-04,21232,8
548909,2017-05-04,22059,5
548909,2017-05-04,22055,2
548909,2017-05-04,22061,1
548909,2017-05-04,22063,1
548909,2017-05-04,22195,1
548910,2017-05-04,21982,1
548910,2017-05-04,21982,1
548911,2017-05-04,20914,2
548911,2017-05-04,22084,1
548916,2017-05-04,21472,1
548916,2017-05-04,21470,2
548916,2017-05-04,21467,1
548916,2017-05-04,21977,1
548916,2017-05-04,21975,5
548916,2017-05-04,21928,60
548916,2017-05-04,21916,3
548916,2017-05-04,21212,1
548916,2017-05-04,21122,2
548917,2017-05-04,21617,3
548917,2017-05-04,20702,1
548917,2017-05-04,21012,10
548917,2017-05-04,21619,2
548918,2017-05-04,16161,1
548918,2017-05-04,22045,1
548918,2017-05-04,21746,3
548918,2017-05-04,21704,1
548919,2017-05-04,20803,1
548919,2017-05-04,20801,1
548919,2017-05-04,21340,1
548919,2017-05-04,22084,1
548919,2017-05-04,21586,1
548919,2017-05-04,21625,1
548919,2017-05-04,21626,1
548919,2017-05-04,22023,10
548919,2017-05-04,21878,1
548919,2017-05-04,22091,2
548919,2017-05-04,22076,1
548920,2017-05-04,22051,1
548920,2017-05-04,22047,1
548920,2017-05-04,16161,1
548920,2017-05-04,20726,1
548920,2017-05-04,22244,1
548920,2017-05-04,21932,1
548920,2017-05-04,21557,10
548942,2017-05-04,22178,1
548952,2017-05-04,21425,500
548952,2017-05-04,21424,1
548952,2017-05-04,21427,6
548952,2017-05-04,21430,1
548952,2017-05-04,20751,1
548952,2017-05-04,21240,1
548952,2017-05-04,21244,1
548952,2017-05-04,20675,1
548952,2017-05-04,22249,1
548952,2017-05-04,22247,1
548952,2017-05-04,22251,2
548952,2017-05-04,22297,2
548952,2017-05-04,22296,10
548952,2017-05-04,22292,2
548952,2017-05-04,22293,1
548952,2017-05-04,21034,1
548952,2017-05-04,22291,2
548952,2017-05-04,22251,1
548952,2017-05-04,21034,1
548968,2017-05-04,21533,1
548968,2017-05-04,21535,2
548968,2017-05-04,21947,10
548968,2017-05-04,21166,1
548968,2017-05-04,21175,1
548968,2017-05-04,21181,1
548968,2017-05-04,21172,1
548968,2017-05-04,21907,15
548968,2017-05-04,21165,2
548968,2017-05-04,21903,1
548968,2017-05-04,21422,1
548968,2017-05-04,21520,1
548968,2017-05-04,21518,309
548968,2017-05-04,21519,1
548968,2017-05-04,21703,1
548968,2017-05-04,21986,1
548968,2017-05-04,20754,2
548968,2017-05-04,22197,3
548968,2017-05-04,20685,1
548968,2017-05-04,22193,1
548968,2017-05-04,22192,1
548968,2017-05-04,21928,1
548968,2017-05-04,21929,1
548968,2017-05-04,21469,16
548969,2017-05-04,20719,3
548969,2017-05-04,21731,1
548969,2017-05-04,22243,2
548969,2017-05-04,22244,1
548970,2017-05-04,21929,1
548970,2017-05-04,20712,1
548970,2017-05-04,20711,1
548971,2017-05-04,21524,1
548971,2017-05-04,21165,1
548971,2017-05-04,21175,206
548971,2017-05-04,21166,40
548971,2017-05-04,21907,3
548971,2017-05-04,21903,150
548971,2017-05-04,21181,3
548971,2017-05-04,21216,2
548971,2017-05-04,22195,1
548971,2017-05-04,22131,1
548971,2017-05-04,22174,50
548971,2017-05-04,22059,1
548973,2017-05-04,22197,1
548973,2017-05-04,21977,1
548973,2017-05-04,21974,1
548973,2017-05-04,21929,3
548973,2017-05-04,21928,5
548974,2017-05-04,21136,1
548974,2017-05-04,22147,1
548975,2017-05-04,16011,1
548975,2017-05-04,22083,1
548975,2017-05-04,21829,2
548975,2017-05-04,21830,2
548975,2017-05-04,21918,1
548975,2017-05-04,20975,1
548975,2017-05-04,21172,1
548975,2017-05-04,21094,1
548975,2017-05-04,21086,1
548975,2017-05-04,21080,1
548975,2017-05-04,17003,1
548977,2017-05-04,22285,12
548977,2017-05-04,21456,1
548977,2017-05-04,22250,1
548977,2017-05-04,22249,1
548978,2017-05-04,20718,1
548978,2017-05-04,20685,1
548978,2017-05-04,20752,1
548978,2017-05-04,20751,100
548978,2017-05-04,20754,2
548978,2017-05-04,20914,1
548978,2017-05-04,20728,1
548978,2017-05-04,22197,1
548978,2017-05-04,21078,1
548978,2017-05-04,21843,1
548978,2017-05-04,22212,40
548978,2017-05-04,21232,1
548978,2017-05-04,21212,3
548979,2017-05-04,21232,1
548979,2017-05-04,21936,1
548981,2017-05-04,15056,2
548981,2017-05-04,15056,1
548983,2017-05-04,22162,2
548983,2017-05-04,21038,5
548983,2017-05-04,22084,20
548983,2017-05-04,21658,1
548984,2017-05-04,21382,1
548984,2017-05-04,20674,1
548984,2017-05-04,20676,1
548984,2017-05-04,21320,1
548984,2017-05-04,21319,1
548984,2017-05-04,16237,2
548984,2017-05-04,21318,1
548984,2017-05-04,22229,1
548984,2017-05-04,21448,5
548984,2017-05-04,22255,1
548984,2017-05-04,21389,1
548984,2017-05-04,22270,1
548984,2017-05-04,22285,1
548984,2017-05-04,21213,4
548984,2017-05-04,21977,2
548984,2017-05-04,21975,20
548984,2017-05-04,22167,1
548984,2017-05-04,22284,3
548984,2017-05-04,21454,1
548984,2017-05-04,22228,2
548984,2017-05-04,22078,1
548984,2017-05-04,21121,3
548984,2017-05-04,21122,1
548984,2017-05-04,22077,25
548984,2017-05-04,22251,1
548984,2017-05-04,20728,10
548984,2017-05-04,21682,1
548984,2017-05-04,21683,31
548984,2017-05-04,21684,1
548984,2017-05-04,21080,1
548984,2017-05-04,21078,1
548984,2017-05-04,21181,2
548984,2017-05-04,21260,50
548984,2017-05-04,21333,1
548984,2017-05-04,22178,1
548984,2017-05-04,21313,1
548984,2017-05-04,20725,2
548984,2017-05-04,20727,2
548984,2017-05-04,20726,1
548984,2017-05-04,22151,1
548984,2017-05-04,21452,1
548984,2017-05-04,21428,1
548984,2017-05-04,21430,1
548984,2017-05-04,21906,2
548984,2017-05-04,22189,4
548984,2017-05-04,21524,2
548984,2017-05-04,22050,1
548984,2017-05-04,21499,1
548985,2017-05-04,21210,1
548987,2017-05-04,21922,1
548987,2017-05-04,21066,1
548987,2017-05-04,21067,8
548987,2017-05-04,22156,3
548987,2017-05-04,20752,1
548987,2017-05-04,21975,1
548987,2017-05-04,21215,1
548987,2017-05-04,21976,1
548987,2017-05-04,21212,1
548987,2017-05-04,21977,1
548987,2017-05-04,22282,50
548987,2017-05-04,22283,5
548987,2017-05-04,22090,1
548987,2017-05-04,20914,2
548987,2017-05-04,22084,1
548987,2017-05-04,21034,10
548987,2017-05-04,20754,1
548987,2017-05-04,22088,1
548987,2017-05-04,22090,1
548987,2017-05-04,21670,20
548987,2017-05-04,22296,1
548987,2017-05-04,21390,1
548987,2017-05-04,21533,2
548987,2017-05-04,21535,1
548987,2017-05-04,21531,1
548987,2017-05-04,21713,2
548987,2017-05-04,21671,1
548987,2017-05-04,21669,1
548987,2017-05-04,21668,1
548987,2017-05-04,21534,1
548987,2017-05-04,21745,1
548987,2017-05-04,22084,1
548987,2017-05-04,21385,4
548987,2017-05-04,21754,2
548987,2017-05-04,22148,1
548987,2017-05-04,21626,1
548987,2017-05-04,21786,1
548987,2017-05-04,21787,1
548987,2017-05-04,21464,4
548987,2017-05-04,21915,1
548987,2017-05-04,21914,1
548987,2017-05-04,21878,2
548987,2017-05-04,21625,10
548987,2017-05-04,22047,6
548987,2017-05-04,22048,1
548988,2017-05-04,20967,1
548988,2017-05-04,20969,10
548988,2017-05-04,20970,1
548988,2017-05-04,21843,1
548990,2017-05-04,21790,1
548991,2017-05-04,21523,2
548991,2017-05-04,21955,1
548991,2017-05-04,22120,1
548991,2017-05-04,20830,1
548991,2017-05-04,21754,2
548991,2017-05-04,21071,1
548991,2017-05-04,21069,7
548991,2017-05-04,21070,1
548991,2017-05-04,21068,5
548991,2017-05-04,21066,2
548991,2017-05-04,21067,1
548991,2017-05-04,20831,1
548991,2017-05-04,20821,2
548991,2017-05-04,21034,3
548992,2017-05-04,21628,1
548992,2017-05-04,21627,15
548992,2017-05-04,21731,1
548992,2017-05-04,21463,1
548992,2017-05-04,22179,1
548992,2017-05-04,22207,12
548992,2017-05-04,22193,1
548992,2017-05-04,21205,20
548992,2017-05-04,21201,1
548992,2017-05-04,21204,2
548992,2017-05-04,15044,1
548992,2017-05-04,21735,5
548992,2017-05-04,22139,2
548992,2017-05-04,21452,1
548992,2017-05-04,20750,50
548993,2017-05-04,20750,1
548993,2017-05-04,21216,1
548993,2017-05-04,21217,1
548993,2017-05-04,21218,15
548993,2017-05-04,21259,2
548993,2017-05-04,21439,1
548993,2017-05-04,21980,200
548993,2017-05-04,22087,2
548993,2017-05-04,22088,2
548993,2017-05-04,22090,1
548993,2017-05-04,21896,2
548993,2017-05-04,21937,1
548993,2017-05-04,20723,1
548993,2017-05-04,21774,1
548993,2017-05-04,21452,1
548994,2017-05-04,21868,1
548994,2017-05-04,21907,1
548994,2017-05-04,21174,1
548994,2017-05-04,22168,1
548994,2017-05-04,21476,20
548996,2017-05-04,21476,1
549002,2017-05-04,21278,2
549003,2017-05-04,21279,1
549007,2017-05-04,21232,1
549007,2017-05-04,21231,1
549007,2017-05-04,20803,1
549007,2017-05-04,21318,1
549007,2017-05-04,21530,6
549007,2017-05-04,22060,2
549007,2017-05-04,21395,1
549007,2017-05-04,21397,10
549007,2017-05-04,21394,1
549007,2017-05-04,21398,2
549007,2017-05-04,20801,1
549007,2017-05-04,21213,2
549007,2017-05-04,21212,1
549012,2017-05-04,21755,2
549012,2017-05-04,21754,1
549012,2017-05-04,22138,1
549012,2017-05-04,20974,1
549012,2017-05-04,20983,1
549012,2017-05-04,20981,2
549012,2017-05-04,22027,4
549012,2017-05-04,22029,12
549012,2017-05-04,22028,1
549012,2017-05-04,22227,1
549014,2017-05-04,22251,4
549014,2017-05-04,22247,11
549014,2017-05-04,22249,20
549014,2017-05-04,22248,1
549014,2017-05-04,22250,1
549014,2017-05-04,22269,12
549014,2017-05-04,21114,1
549014,2017-05-04,22241,1
549014,2017-05-04,22090,1
549014,2017-05-04,21439,1
549014,2017-05-04,21880,1
549014,2017-05-04,21382,1
549014,2017-05-04,21975,1
549014,2017-05-04,22135,1
549014,2017-05-04,22134,1
549014,2017-05-04,22136,5
549014,2017-05-04,22273,1
549014,2017-05-04,20972,2
549014,2017-05-04,20967,1
549014,2017-05-04,21041,1
549014,2017-05-04,22087,1
549014,2017-05-04,22047,1
549014,2017-05-04,21495,1
549014,2017-05-04,16161,3
549014,2017-05-04,21363,1
549014,2017-05-04,20728,1
549014,2017-05-04,20726,1
549014,2017-05-04,20727,1
549014,2017-05-04,20724,5
549014,2017-05-04,20723,1
549014,2017-05-04,20719,1
549014,2017-05-04,21673,1
549014,2017-05-04,21671,1
549014,2017-05-04,21668,10
549015,2017-05-04,22045,1
549015,2017-05-04,22079,1
549015,2017-05-04,22077,1
549015,2017-05-04,20685,1
549015,2017-05-04,21975,20
549015,2017-05-04,21212,1
549015,2017-05-04,21670,1
549017,2017-05-04,21843,6
549017,2017-05-04,21967,1
549017,2017-05-04,21982,2
549017,2017-05-04,21981,1
549017,2017-05-04,22193,1
549017,2017-05-04,21976,1
549017,2017-05-04,21213,1
549017,2017-05-04,20982,1
549017,2017-05-04,20983,1
549017,2017-05-04,20981,3
549018,2017-05-04,21386,1
549018,2017-05-04,22258,4
549018,2017-05-04,22256,1
549018,2017-05-04,21626,1
549018,2017-05-04,22084,1
549018,2017-05-04,21175,2
549018,2017-05-04,21136,1
549021,2017-05-04,21232,2
549021,2017-05-04,22055,2
549021,2017-05-04,22059,1
549021,2017-05-04,22251,120
549023,2017-05-04,16237,2
549023,2017-05-04,17003,1
549023,2017-05-04,17012,1
549023,2017-05-04,20616,1
549023,2017-05-04,20619,1
549023,2017-05-04,20707,1
549023,2017-05-04,20719,1
549023,2017-05-04,20735,1
549023,2017-05-04,20971,1
549023,2017-05-04,21039,1
549023,2017-05-04,21084,1
549023,2017-05-04,21090,3
549023,2017-05-04,21094,1
549023,2017-05-04,21129,3
549023,2017-05-04,21216,40
549023,2017-05-04,21288,4
549023,2017-05-04,21381,1
549023,2017-05-04,21382,1
549023,2017-05-04,21383,1
549023,2017-05-04,21385,10
549023,2017-05-04,21398,2
549023,2017-05-04,21399,1
549023,2017-05-04,21400,1
549023,2017-05-04,21401,5
549023,2017-05-04,21439,1
549023,2017-05-04,21441,1
549023,2017-05-04,21454,30
549023,2017-05-04,21455,1
549023,2017-05-04,21457,1
549023,2017-05-04,21544,1
549023,2017-05-04,21628,1
549023,2017-05-04,21656,40
549023,2017-05-04,21670,2
549023,2017-05-04,21878,1
549023,2017-05-04,21884,1
549023,2017-05-04,21929,1
549023,2017-05-04,21930,100
549023,2017-05-04,21988,2
549023,2017-05-04,21992,1
549023,2017-05-04,22026,1
549023,2017-05-04,22027,2
549023,2017-05-04,22028,1
549023,2017-05-04,22055,1
549023,2017-05-04,22077,1
549023,2017-05-04,22084,1
549023,2017-05-04,22139,20
549023,2017-05-04,22148,21
549023,2017-05-04,22161,1
549023,2017-05-04,22166,1
549023,2017-05-04,22183,2
549023,2017-05-04,22194,1
549023,2017-05-04,22196,2
549023,2017-05-04,22219,12
549023,2017-05-04,22228,1
549023,2017-05-04,22233,1
549023,2017-05-04,22241,1
549023,2017-05-04,22245,2
549023,2017-05-04,22247,1
549023,2017-05-04,22248,1
549023,2017-05-04,22249,1
549023,2017-05-04,22251,1
549023,2017-05-04,22255,1
549023,2017-05-04,22258,2
549023,2017-05-04,22264,1
549023,2017-05-04,22266,1
549023,2017-05-04,22267,3
549023,2017-05-04,22279,1
549023,2017-05-04,22281,1
549023,2017-05-04,22284,1
549023,2017-05-04,22287,1
549023,2017-05-04,22291,1
549026,2017-05-04,22224,3
549026,2017-05-04,22087,3
549026,2017-05-04,22180,1
549034,2017-05-04,16248,2
549044,2017-05-05,21257,1
549044,2017-05-05,21259,1
549044,2017-05-05,21937,3
549044,2017-05-05,21936,2
549044,2017-05-05,20728,1
549044,2017-05-05,20725,2
549044,2017-05-05,20727,1
549044,2017-05-05,21718,2
549044,2017-05-05,21878,1
549044,2017-05-05,21716,2
549046,2017-05-05,21756,1
549046,2017-05-05,20685,1
549046,2017-05-05,22219,1
549047,2017-05-05,21374,31
549047,2017-05-05,21367,1
549047,2017-05-05,21658,10
549047,2017-05-05,21591,2
549047,2017-05-05,21212,1
549047,2017-05-05,15044,2
549047,2017-05-05,21368,16
549047,2017-05-05,21316,5
549047,2017-05-05,22191,1
549047,2017-05-05,21666,1
549047,2017-05-05,22088,1
549047,2017-05-05,21207,1
549047,2017-05-05,21034,1
549047,2017-05-05,21730,1
549047,2017-05-05,21987,1
549047,2017-05-05,21250,2
549047,2017-05-05,21544,1
549048,2017-05-05,22270,1
549048,2017-05-05,21731,1
549048,2017-05-05,22084,1
549048,2017-05-05,21260,2
549052,2017-05-05,20725,2
549052,2017-05-05,20728,1
549052,2017-05-05,20726,1
549052,2017-05-05,22170,20
549053,2017-05-05,22281,11
549053,2017-05-05,22231,4
549053,2017-05-05,22265,100
549053,2017-05-05,22288,1
549053,2017-05-05,22195,20
549053,2017-05-05,21669,1
549053,2017-05-05,20723,1
549053,2017-05-05,20717,1
549053,2017-05-05,21172,3
549054,2017-05-05,21535,1
549054,2017-05-05,21531,1
549054,2017-05-05,21539,1
549054,2017-05-05,22073,1
549054,2017-05-05,21845,300
549054,2017-05-05,22191,20
549054,2017-05-05,22192,1
549055,2017-05-05,21770,1
549055,2017-05-05,21212,5
549055,2017-05-05,21900,1
549055,2017-05-05,21901,2
549055,2017-05-05,21899,1
549056,2017-05-05,21476,1
549059,2017-05-05,21928,1
549059,2017-05-05,22027,5
549059,2017-05-05,21519,10
549059,2017-05-05,21038,1
549059,2017-05-05,21043,2
549059,2017-05-05,21070,1
549099,2017-05-05,21524,1
549099,2017-05-05,22297,1
549099,2017-05-05,22294,15
549099,2017-05-05,22295,15
549099,2017-05-05,20975,4
549099,2017-05-05,20974,1
549099,2017-05-05,21038,1
549099,2017-05-05,22030,1
549099,2017-05-05,21430,1
549099,2017-05-05,20725,1
549099,2017-05-05,21976,1
549099,2017-05-05,21977,1
549099,2017-05-05,21877,2
549099,2017-05-05,21877,1
549099,2017-05-05,21875,3
549099,2017-05-05,21067,1
549099,2017-05-05,21066,1
549099,2017-05-05,20914,3
549099,2017-05-05,22084,1
549099,2017-05-05,22085,1
549099,2017-05-05,22083,1
549099,2017-05-05,20727,15
549099,2017-05-05,22212,1
549099,2017-05-05,22120,1
549099,2017-05-05,21755,52
549099,2017-05-05,21929,1
549099,2017-05-05,21908,1
549099,2017-05-05,21907,1
549099,2017-05-05,21181,1
549099,2017-05-05,21166,1
549099,2017-05-05,22115,5
549099,2017-05-05,22117,1
549099,2017-05-05,21175,1
549099,2017-05-05,21164,4
549099,2017-05-05,21169,1
549099,2017-05-05,21905,30
549099,2017-05-05,21733,2
549100,2017-05-05,20675,2
549100,2017-05-05,20677,1
549100,2017-05-05,20719,1
549100,2017-05-05,20723,2
549100,2017-05-05,20724,20
549100,2017-05-05,20725,1
549100,2017-05-05,20728,2
549100,2017-05-05,20734,2
549100,2017-05-05,20961,1
549100,2017-05-05,20966,1
549100,2017-05-05,21041,1
549100,2017-05-05,21080,1
549100,2017-05-05,21154,1
549100,2017-05-05,21155,2
549100,2017-05-05,21212,1
549100,2017-05-05,21213,1
549100,2017-05-05,21238,3
549100,2017-05-05,21239,2
549100,2017-05-05,21240,1
549100,2017-05-05,21242,1
549100,2017-05-05,21243,1
549100,2017-05-05,21244,1
549100,2017-05-05,21327,1
549100,2017-05-05,21329,1
549100,2017-05-05,21452,1
549100,2017-05-05,21481,1
549100,2017-05-05,21484,2
549100,2017-05-05,21484,1
549100,2017-05-05,21556,1
549100,2017-05-05,21929,1
549100,2017-05-05,21934,4
549100,2017-05-05,21972,30
549100,2017-05-05,21976,6
549100,2017-05-05,21989,1
549100,2017-05-05,22074,3
549100,2017-05-05,22077,1
549100,2017-05-05,22079,1
549100,2017-05-05,22112,8
549100,2017-05-05,22174,2
549101,2017-05-05,22278,1
549101,2017-05-05,21658,1
549101,2017-05-05,15056,1
549101,2017-05-05,21169,2
549101,2017-05-05,20782,1
549101,2017-05-05,22078,1
549101,2017-05-05,22150,2
549101,2017-05-05,20972,2
549101,2017-05-05,20750,1
549101,2017-05-05,21326,1
549101,2017-05-05,22178,1
549102,2017-05-05,21398,1
549102,2017-05-05,21399,1
549102,2017-05-05,21394,2
549102,2017-05-05,16168,2
549102,2017-05-05,21212,8
549102,2017-05-05,21746,4
549104,2017-05-05,22087,1
549104,2017-05-05,21884,1
549104,2017-05-05,21563,1
549104,2017-05-05,21564,30
549104,2017-05-05,20829,1
549104,2017-05-05,21380,1
549105,2017-05-05,21326,1
549106,2017-05-05,20785,1
549107,2017-05-05,21736,1
549115,2017-05-05,22197,1
549115,2017-05-05,21318,2
549115,2017-05-05,21316,3
549115,2017-05-05,21320,1
549115,2017-05-05,20803,10
549115,2017-05-05,20801,1
549115,2017-05-05,16161,1
549115,2017-05-05,22196,2
549115,2017-05-05,22045,1
549115,2017-05-05,22037,1
549115,2017-05-05,22035,1
549115,2017-05-05,22030,12
549115,2017-05-05,22029,1
549115,2017-05-05,21506,1
